1000	0	0.4416	0.4395	0.2873	0.7022	0.2034	1.1035
1000	100	0.4960	0.4941	0.3231	0.7896	0.2287	1.2519
1000	150	0.5494	0.5449	0.3549	0.8794	0.2501	1.3958
1000	200	0.5217	0.5176	0.3364	0.8353	0.2365	1.3258
1000	250	0.5592	0.5566	0.3625	0.8983	0.2555	1.4258
1000	300	0.5224	0.5176	0.3371	0.8353	0.2376	1.3373
1000	350	0.5789	0.5762	0.3711	0.9390	0.2600	1.5170
1000	400	0.5627	0.5605	0.3596	0.9136	0.2507	1.4635
1000	450	0.5853	0.5801	0.3720	0.9547	0.2572	1.5426
1000	50	0.4740	0.4707	0.3083	0.7521	0.2188	1.1819
1000	500	0.6329	0.6309	0.3954	1.0483	0.2698	1.7076
1000	550	0.6347	0.6309	0.3875	1.0684	0.2600	1.7789
1000	600	0.7353	0.7324	0.4425	1.2638	0.2933	2.1293
1000	625	0.7177	0.7168	0.4294	1.2482	0.2814	2.1287
1000	650	0.8641	0.8555	0.5146	1.5034	0.3392	2.5585
1000	675	1.1970	1.1914	0.7436	1.9797	0.5050	3.2249
1000	700	1.3800	1.3633	0.8903	2.1621	0.6204	3.3243
1000	725	1.6141	1.5859	1.0613	2.4394	0.7620	3.6775
1000	750	1.7792	1.7422	1.1724	2.6658	0.8473	3.9715
1000	775	1.5953	1.5586	1.0513	2.3724	0.7519	3.5282
1025	600	0.8273	0.8242	0.5081	1.3959	0.3397	2.3241
1025	625	0.8466	0.8398	0.5094	1.4625	0.3363	2.4771
1025	650	0.9917	0.9883	0.6022	1.6895	0.4034	2.7894
1025	675	0.9473	0.9414	0.5639	1.6544	0.3696	2.8344
1025	700	1.3582	1.3477	0.8608	2.1964	0.5922	3.5186
1025	725	1.6249	1.6016	1.0538	2.5400	0.7413	3.9417
1025	750	1.7857	1.7578	1.1785	2.7177	0.8480	4.1033
1025	775	2.0539	2.0078	1.3641	3.0722	0.9843	4.5533
1025	800	2.2089	2.1484	1.4649	3.2360	1.0616	4.7171
1050	0	0.6732	0.6699	0.4380	1.0705	0.3101	1.6973
1050	100	0.7021	0.6973	0.4559	1.1142	0.3228	1.7666
1100	0	0.9606	0.9492	0.6242	1.5168	0.4449	2.3835
1100	100	0.8999	0.8945	0.5871	1.4294	0.4176	2.2664
1100	150	0.9132	0.9102	0.5951	1.4543	0.4213	2.3059
1100	200	0.9191	0.9102	0.6012	1.4543	0.4249	2.2854
1100	250	0.9110	0.9023	0.5900	1.4562	0.4177	2.3113
1100	300	0.9420	0.9414	0.6131	1.5043	0.4321	2.4063
1100	350	0.9791	0.9727	0.6347	1.5697	0.4483	2.4914
1100	400	1.0308	1.0273	0.6652	1.6580	0.4655	2.6544
1100	450	1.0428	1.0352	0.6690	1.6871	0.4670	2.7027
1100	50	0.9613	0.9570	0.6269	1.5292	0.4449	2.4247
1100	500	1.0817	1.0742	0.6902	1.7508	0.4784	2.8284
1100	550	1.2034	1.1992	0.7664	1.9545	0.5317	3.1575
1100	600	1.2751	1.2695	0.8021	2.1096	0.5529	3.4091
1100	650	1.2762	1.2695	0.7827	2.1500	0.5232	3.5665
1100	700	1.4430	1.4336	0.8680	2.4736	0.5768	4.1678
1100	725	1.4774	1.4727	0.8897	2.5410	0.5896	4.2814
1100	750	1.6181	1.6172	0.9729	2.8162	0.6412	4.7535
1100	775	2.1075	2.0859	1.2913	3.5161	0.8678	5.7467
1100	800	2.6930	2.6641	1.7474	4.2251	1.2332	6.5567
1100	825	3.1066	3.0703	2.0585	4.7225	1.4812	7.1195
1100	850	3.2618	3.2031	2.1605	4.8757	1.5453	7.2510
1100	875	3.2321	3.1406	2.1338	4.7806	1.5396	7.0350
1125	700	1.5742	1.5703	0.9761	2.6344	0.6594	4.3235
1125	725	1.6628	1.6484	1.0142	2.8443	0.6761	4.7586
1125	750	1.7337	1.7266	1.0431	2.9791	0.6913	5.0551
1125	775	2.1226	2.1172	1.2791	3.6531	0.8477	6.1117
1125	800	2.5359	2.5234	1.5750	4.1932	1.0695	6.8305
1125	825	3.0408	3.0078	1.9363	4.8062	1.3453	7.5527
1125	850	3.3709	3.3281	2.2148	5.1456	1.5796	7.7301
1125	875	3.7730	3.7031	2.5159	5.6368	1.8154	8.3828
1125	900	4.5053	4.3906	2.9830	6.6483	2.1524	9.7641
1150	0	1.2483	1.2383	0.8127	1.9787	0.5780	3.1373
1150	100	1.3043	1.2930	0.8486	2.0764	0.6036	3.3084
1150	150	1.2402	1.2383	0.8096	1.9787	0.5732	3.1373
1150	200	1.3492	1.3398	0.8777	2.1409	0.6228	3.3946
1150	250	1.2861	1.2773	0.8384	2.0411	0.5963	3.2362
1150	300	1.2647	1.2539	0.8230	2.0036	0.5853	3.1769
1150	350	1.4138	1.4102	0.9220	2.2533	0.6527	3.5409
1150	400	1.3675	1.3633	0.8845	2.2001	0.6204	3.5224
1150	450	1.4187	1.4102	0.9184	2.2758	0.6472	3.6435
1150	50	1.1948	1.1836	0.7808	1.8913	0.5548	2.9720
1150	500	1.4993	1.4883	0.9618	2.4256	0.6715	3.9186
1150	550	1.5236	1.5195	0.9744	2.4765	0.6737	4.0009
1150	600	1.6797	1.6641	1.0592	2.7386	0.7313	4.4616
1150	650	1.7163	1.7109	1.0635	2.8703	0.7185	4.7107
1150	700	1.8874	1.8672	1.1678	3.1324	0.7950	5.1012
1150	750	1.8884	1.8828	1.1375	3.2487	0.7539	5.4738
1150	775	2.2402	2.2422	1.3633	3.8331	0.9109	6.4217
1150	800	2.2782	2.2734	1.3618	3.9771	0.8925	6.7985
1150	825	2.6318	2.6172	1.6075	4.4324	1.0786	7.3249
1150	850	3.3303	3.2969	2.1182	5.2681	1.4681	8.2042
1150	875	4.1479	4.0781	2.7139	6.3702	1.9355	9.6212
1150	900	4.8451	4.7344	3.2282	7.2065	2.3394	10.6611
1150	925	4.7891	4.7031	3.1766	7.1215	2.3056	10.5152
1175	750	2.2425	2.2266	1.3783	3.8063	0.9263	6.3306
1175	775	2.1970	2.1953	1.3320	3.7879	0.8876	6.3372
1175	800	2.6983	2.6797	1.6452	4.6237	1.0939	7.7355
1175	825	2.7196	2.7109	1.6239	4.7424	1.0643	8.0521
1175	850	3.2532	3.2344	2.0022	5.4261	1.3456	8.9052
1175	875	4.0197	3.9766	2.5899	6.3542	1.8252	9.8059
1175	900	4.4925	4.4219	2.9646	6.8366	2.1332	10.3222
1175	925	5.3834	5.2969	3.5882	8.0628	2.5967	11.9278
1175	950	5.8818	5.7344	3.9101	8.6830	2.8336	12.7524
1200	0	1.5910	1.5859	1.0409	2.5152	0.7403	3.9754
1200	100	1.7162	1.7109	1.1229	2.7339	0.7987	4.2962
1200	150	1.7424	1.7422	1.1391	2.7839	0.8064	4.4139
1200	200	1.6752	1.6641	1.0922	2.6590	0.7768	4.2160
1200	250	1.7380	1.7266	1.1332	2.7589	0.8060	4.3744
1200	300	1.7079	1.6953	1.1127	2.7360	0.7914	4.3425
1200	350	1.8060	1.8047	1.1761	2.8837	0.8354	4.6130
1200	400	1.8029	1.7891	1.1697	2.8873	0.8281	4.5826
1200	450	1.8548	1.8516	1.2020	2.9586	0.8498	4.7328
1200	50	1.5739	1.5703	1.0306	2.4904	0.7330	3.9005
1200	500	1.8311	1.8203	1.1741	2.9667	0.8177	4.7928
1200	550	2.1807	2.1719	1.4091	3.5051	0.9884	5.6116
1200	600	2.1262	2.1172	1.3656	3.4506	0.9511	5.5278
1200	650	2.3238	2.3203	1.4748	3.8186	1.0242	6.1200
1200	700	2.4870	2.4766	1.5678	4.0758	1.0835	6.5861
1200	750	2.5027	2.4922	1.5555	4.1810	1.0563	6.8617
1200	800	2.6575	2.6484	1.6103	4.5275	1.0759	7.5852
1200	825	2.7886	2.7734	1.6613	4.8739	1.0888	8.3502
1200	850	3.2224	3.2031	1.9270	5.6290	1.2700	9.5796
1200	875	4.1649	4.1094	2.5730	6.8940	1.7256	11.1393
1200	900	4.6477	4.5781	2.9897	7.3154	2.0834	11.2893
1200	925	5.8230	5.7344	3.8537	8.8658	2.7440	13.3860
1200	950	6.3967	6.2812	4.2705	9.5111	3.1038	13.9686
1200	975	5.9727	5.8594	3.9665	8.9190	2.8496	13.1944
1225	1000	8.1609	7.9688	5.3784	12.0663	3.8754	17.7213
1225	800	3.0550	3.0391	1.8510	5.2438	1.2287	8.7729
1225	825	3.1801	3.1719	1.9327	5.4224	1.2948	9.0844
1225	850	3.3899	3.3906	2.0318	5.9044	1.3443	10.0694
1225	875	3.6626	3.6719	2.2089	6.3942	1.4558	10.8301
1225	900	4.6958	4.6719	2.9218	7.7632	1.9892	12.6460
1225	925	6.2547	6.1719	4.0612	9.7391	2.8569	15.0293
1250	700	3.0808	3.0703	1.9765	5.0040	1.3732	8.0840
1250	750	3.1446	3.1406	1.9522	5.2688	1.3188	8.6471
1250	800	3.2357	3.2031	2.0074	5.3737	1.3701	8.8192
1250	850	3.5689	3.5469	2.1429	6.1765	1.4201	10.4615
1250	875	3.7255	3.7031	2.2460	6.4486	1.4827	10.9223
1250	900	4.2548	4.2344	2.5228	7.4413	1.6416	12.8337
1250	925	5.6523	5.6094	3.5153	9.3210	2.3993	15.0628
1250	950	6.1424	6.0781	3.9844	9.6396	2.7898	14.8211
1250	975	8.7488	8.5938	5.7964	13.2182	4.1458	19.7257
1275	1000	9.1279	8.9688	6.0201	13.7950	4.3092	20.6918
1275	1025	10.6248	10.4062	7.0701	15.8401	5.1015	23.3099
1275	1050	11.7151	11.4688	7.7919	17.3660	5.6224	25.5048
1275	850	4.0744	4.0469	2.4897	6.9182	1.6599	11.5062
1275	875	4.3336	4.3281	2.6372	7.3990	1.7668	12.3959
1275	900	4.9716	4.9531	2.9670	8.6254	1.9445	14.7097
1275	925	4.6487	4.6406	2.7305	8.2292	1.7810	14.0655
1275	950	6.4625	6.4062	4.0128	10.6452	2.7151	17.3407
1275	975	7.9117	7.8438	5.1645	12.3147	3.6614	18.8944
1300	0	2.9505	2.9297	1.9302	4.6814	1.3790	7.3565
1300	100	2.8794	2.8672	1.8818	4.5815	1.3384	7.2642
1300	1000	8.8896	8.7812	5.7563	13.9266	4.0305	21.6121
1300	1025	11.8331	11.6562	7.8620	17.8357	5.6232	26.7091
1300	1050	12.9853	12.6875	8.6511	19.3126	6.2694	28.5704
1300	1075	11.6512	11.4062	7.7040	17.4532	5.5917	26.0017
1300	150	3.0747	3.0703	2.0152	4.9061	1.4332	7.7096
1300	200	2.9295	2.9141	1.9126	4.6564	1.3603	7.3830
1300	250	2.9332	2.9141	1.9163	4.6564	1.3660	7.3173
1300	300	3.0397	3.0234	1.9844	4.8312	1.4113	7.6601
1300	350	3.0696	3.0547	2.0049	4.8811	1.4259	7.7393
1300	400	3.2342	3.2344	2.1228	5.1682	1.5098	8.1216
1300	450	3.2547	3.2344	2.1336	5.1682	1.5161	8.1945
1300	50	2.9697	2.9531	1.9382	4.7188	1.3785	7.4154
1300	500	3.2822	3.2656	2.1351	5.2442	1.5116	8.3561
1300	550	3.2363	3.2344	2.0997	5.2198	1.4845	8.3569
1300	600	3.6792	3.6719	2.3915	5.8673	1.6853	9.3857
1300	650	3.6859	3.6719	2.3479	5.9844	1.6423	9.6679
1300	700	3.8091	3.7969	2.4442	6.1881	1.6982	9.9971
1300	750	4.3579	4.3438	2.7443	7.1487	1.8919	11.6464
1300	800	4.2644	4.2344	2.7045	6.9687	1.8608	11.2608
1300	850	4.3101	4.2969	2.6654	7.2086	1.7960	11.9221
1300	900	4.7274	4.7031	2.8293	8.2275	1.8647	14.0643
1300	925	5.2230	5.2031	3.1503	8.9778	2.0934	15.1268
1300	950	5.6280	5.6094	3.3528	9.8576	2.1912	16.7761
1300	975	7.4591	7.4062	4.6414	12.3068	3.1679	19.8879
1325	1000	8.1109	8.0312	5.0331	13.3454	3.4352	21.5662
1325	1025	10.4779	10.3438	6.7587	16.4047	4.7476	25.4577
1325	1050	12.5942	12.4062	8.3122	19.1812	5.9366	28.8156
1325	1075	12.2154	11.9688	8.1169	18.3139	5.8441	27.1427
1325	1100	14.1454	13.8125	9.3843	21.0250	6.7714	30.9398
1325	900	5.6219	5.6094	3.4653	9.4999	2.3226	15.6993
1325	925	5.8706	5.8594	3.5702	10.0167	2.3918	16.7815
1325	950	6.1322	6.1094	3.6911	10.5415	2.4461	17.8871
1325	975	6.7214	6.7188	4.0029	11.8072	2.6048	20.3634
1350	0	3.6672	3.6406	2.4046	5.8174	1.6994	9.2238
1350	100	3.7176	3.7031	2.4305	5.9172	1.7286	9.3821
1350	1000	8.0483	8.0312	4.7952	14.2418	3.1294	24.3423
1350	1025	10.3296	10.2812	6.4431	17.0842	4.3976	27.3865
1350	1050	13.3102	13.1875	8.5890	20.8096	6.0529	32.1133
1350	1075	16.0193	15.8125	10.7431	24.0693	7.7518	35.7950
1350	1100	15.7692	15.4375	10.4694	23.5601	7.5378	34.9776
1350	1125	16.7013	16.3125	11.0828	24.7004	7.9969	36.4712
1350	150	3.9919	3.9766	2.6100	6.3542	1.8562	10.0749
1350	200	4.0647	4.0469	2.6612	6.4665	1.8970	10.1618
1350	250	4.0610	4.0469	2.6561	6.4665	1.8891	10.2530
1350	300	3.7213	3.7031	2.4305	5.9172	1.7286	9.3821
1350	350	4.1119	4.1094	2.6971	6.5664	1.9182	10.4114
1350	400	3.9995	3.9844	2.6151	6.3667	1.8599	10.0947
1350	450	4.1536	4.1406	2.7072	6.6824	1.9167	10.6061
1350	50	4.0318	4.0156	2.6406	6.3686	1.8823	9.9744
1350	500	4.2428	4.2344	2.7792	6.7661	1.9766	10.7281
1350	550	4.6148	4.5781	3.0048	7.3884	2.1371	11.7267
1350	600	4.6264	4.6094	3.0021	7.4388	2.1156	11.8068
1350	650	4.9072	4.8906	3.1853	7.8927	2.2447	12.5272
1350	700	5.0680	5.0469	3.2870	8.1449	2.3164	12.9274
1350	750	5.3061	5.2969	3.3965	8.6328	2.3484	13.9465
