10	1000	0		1.33572
20	1000	0		0.729416
10	1000	100		1.33994
20	1000	100		0.726859
10	1000	200		1.3394
20	1000	200		0.727254
10	1000	300		1.33973
20	1000	300		0.727041
10	1000	400		1.33756
20	1000	400		0.728292
10	1000	450		1.33898
20	1000	450		0.727494
10	1000	500		1.33605
20	1000	500		0.729293
10	1000	550		1.3385
20	1000	550		0.727739
10	1000	600		1.33705
20	1000	600		0.728737
10	1000	650		1.33758
20	1000	650		0.728401
10	1000	700		1.33989
20	1000	700		0.726938
10	1000	750		1.33856
20	1000	750		0.727706
10	1000	775		1.33797
20	1000	775		0.72814
10	1000	800		1.33755
20	1000	800		0.728343
10	1000	825		1.33864
20	1000	825		0.727735
10	1000	850		1.33865
20	1000	850		0.727684
10	1000	875		1.33844
20	1000	875		0.727795
10	1025	775		1.33809
20	1025	775		0.728034
10	1025	800		1.33862
20	1025	800		0.727794
10	1025	825		1.33716
20	1025	825		0.728612
10	1025	850		1.33882
20	1025	850		0.727625
10	1025	875		1.3391
20	1025	875		0.727471
10	1025	900		1.33738
20	1025	900		0.728474
10	1050	400		1.33862
20	1050	400		0.727772
10	1050	450		1.33863
20	1050	450		0.727727
10	1050	500		1.33783
20	1050	500		0.728143
10	1050	550		1.3393
20	1050	550		0.727291
10	1050	600		1.33949
20	1050	600		0.727223
10	1050	650		1.33652
20	1050	650		0.729094
10	1050	700		1.33929
20	1050	700		0.727403
10	1050	750		1.33808
20	1050	750		0.728066
10	1050	800		1.33861
20	1050	800		0.727717
10	1050	825		1.3383
20	1050	825		0.727967
10	1050	850		1.33767
20	1050	850		0.728409
10	1050	875		1.33853
20	1050	875		0.727826
10	1050	900		1.338
20	1050	900		0.728143
10	1050	925		1.3385
20	1050	925		0.727871
10	1075	825		1.33818
20	1075	825		0.728116
10	1075	850		1.33857
20	1075	850		0.727811
10	1075	875		1.33662
20	1075	875		0.729094
10	1075	900		1.33729
20	1075	900		0.728641
10	1075	925		1.33818
20	1075	925		0.728132
10	1075	950		1.33801
20	1075	950		0.728168
10	1100	0		1.33869
20	1100	0		0.727729
10	1100	100		1.33919
20	1100	100		0.727391
10	1100	200		1.3387
20	1100	200		0.727831
10	1100	300		1.3375
20	1100	300		0.728528
10	1100	400		1.33867
20	1100	400		0.727817
10	1100	450		1.34062
20	1100	450		0.726564
10	1100	500		1.33921
20	1100	500		0.727515
10	1100	550		1.33723
20	1100	550		0.728738
10	1100	600		1.3399
20	1100	600		0.727094
10	1100	650		1.33945
20	1100	650		0.727331
10	1100	700		1.3396
20	1100	700		0.727321
10	1100	750		1.33722
20	1100	750		0.728692
10	1100	800		1.33841
20	1100	800		0.728026
10	1100	850		1.33863
20	1100	850		0.727849
10	1100	875		1.33836
20	1100	875		0.727972
10	1100	900		1.33806
20	1100	900		0.728179
10	1100	925		1.33895
20	1100	925		0.727643
10	1100	950		1.33839
20	1100	950		0.727935
10	1100	975		1.33876
20	1100	975		0.727704
10	1125	1000		1.33918
20	1125	1000		0.727566
10	1125	875		1.33926
20	1125	875		0.727427
10	1125	900		1.33873
20	1125	900		0.727765
10	1125	925		1.33857
20	1125	925		0.72785
10	1125	950		1.33757
20	1125	950		0.72854
10	1125	975		1.33874
20	1125	975		0.727833
10	1150	1000		1.33969
20	1150	1000		0.727196
10	1150	1025		1.33694
20	1150	1025		0.728845
10	1150	400		1.34006
20	1150	400		0.727068
10	1150	450		1.33936
20	1150	450		0.727404
10	1150	500		1.33895
20	1150	500		0.727765
10	1150	550		1.33966
20	1150	550		0.727282
10	1150	600		1.33996
20	1150	600		0.726998
10	1150	650		1.33921
20	1150	650		0.727489
10	1150	700		1.33974
20	1150	700		0.72721
10	1150	750		1.33838
20	1150	750		0.728136
10	1150	800		1.33852
20	1150	800		0.727931
10	1150	850		1.33685
20	1150	850		0.729029
10	1150	900		1.33786
20	1150	900		0.728372
10	1150	925		1.33928
20	1150	925		0.727465
10	1150	950		1.33842
20	1150	950		0.728056
10	1150	975		1.3384
20	1150	975		0.728063
10	1175	1000		1.33923
20	1175	1000		0.727496
10	1175	1025		1.34006
20	1175	1025		0.726925
10	1175	1050		1.33918
20	1175	1050		0.727603
10	1175	925		1.33971
20	1175	925		0.727252
10	1175	950		1.33925
20	1175	950		0.727554
10	1175	975		1.33946
20	1175	975		0.727416
10	1200	0		1.33963
20	1200	0		0.727342
10	1200	1000		1.33855
20	1200	1000		0.728031
10	1200	100		1.33933
20	1200	100		0.727517
10	1200	1025		1.33818
20	1200	1025		0.728163
10	1200	1050		1.33881
20	1200	1050		0.72782
